"date_day","namefull","birthday","gender","billv"
2017-08-28,"Бологовский Ростислав",1970-05-15,1,2950
2017-08-28,"Мартынский Григорий",1987-02-03,1,907
2017-08-28,"Башкеева Вера",1976-09-09,0,870
2017-08-28,"Огинский Павел",1981-06-11,1,2353
2017-08-28,"Карпова Наталия",1986-11-03,0,1609
2017-08-29,"Булгаков Пётр",1978-03-04,1,1133
2017-08-29,"Чубаров Леонид",1973-10-18,1,608
2017-08-29,"Чихачёва Елизавета",1959-11-01,0,733
2017-08-29,"Болховитинов Илья",1976-04-30,1,669
2017-08-29,"Дедюлин Филипп",1979-07-10,1,1181
2017-08-29,"Давидова Евгения",1991-07-03,0,732
2017-08-29,"Загоскин Денис",1988-09-22,1,1052
2017-08-29,"Дивеев Тимур",1982-10-17,1,994
2017-08-29,"Гофман Станислав",1979-01-14,1,771
2017-08-29,"Веневитинов Денис",1975-11-25,1,1255
2017-08-29,"Расловлев Данила",1983-04-13,1,950
2017-08-29,"Шереметева Римма",1984-11-29,0,1615
2017-08-29,"Неверович Никита",1974-03-18,1,1060
2017-08-29,"Боброва Екатерина",1979-10-28,0,2729
2017-08-29,"Шестаков Александр",1960-05-10,1,1337
2017-08-29,"Перовский Иван",1984-10-31,1,941
2017-08-29,"Ададуров Дмитрий",1973-03-05,1,766
2017-08-29,"Бирдюкина Виктория",1975-07-26,0,1738
2017-08-29,"Бок Лариса",1984-12-18,0,753
2017-08-29,"Жукова Наталья",1994-02-01,0,812
2017-08-29,"Бастанова Алёна",1987-08-25,0,1998
2017-08-29,"Кожевников Владимир",1976-09-14,1,829
2017-08-29,"Головачёва Анастасия",1986-06-21,0,1584
2017-08-29,"Калантаев Пётр",1988-10-06,1,538
2017-08-29,"Хилков Даниил",1978-08-14,1,1408
2017-08-29,"Баскаков Матвей",1976-06-30,1,1337
2017-08-29,"Обрютин Григорий",1976-08-16,1,2272
2017-08-29,"Денисов Виктор",1994-01-23,1,1631
2017-08-29,"Ртищев Дмитрий",1984-02-17,1,982
2017-08-29,"Муханова Вероника",1989-04-07,0,1256
2017-08-29,"Вояковская Марина",1979-07-23,0,2081
2017-08-29,"Карнович Даниил",1978-12-21,1,1123
2017-08-29,"Стаханов Виталий",1985-11-27,1,883
2017-08-29,"Кайсаров Тимофей",1981-01-09,1,1095
2017-08-29,"Исленьев Сергей",1985-12-09,1,800
2017-08-29,"Шахова Елизавета",1973-02-02,0,1846
2017-08-29,"Шапенков Матвей",1984-01-28,1,2252
2017-08-29,"Батюньков Лев",1974-09-01,1,1423
2017-08-29,"Горновская Валентина",1973-02-27,0,1119
2017-08-29,"Болдырева Светлана",1974-07-21,0,797
2017-08-29,"Ягужинский Станислав",1978-05-18,1,696
2017-08-29,"Шатилов Георгий",1996-05-15,1,419
2017-08-29,"Майкова Марина",1991-11-02,0,738
2017-08-29,"Буткова Маргарита",1988-04-06,0,1252
2017-08-29,"Вадовская Ирина",1989-02-22,0,1760
2017-08-29,"Ершов Кирилл",1968-06-27,1,1370
2017-08-29,"Вознесенский Алексей",1984-12-13,1,480
2017-08-29,"Лашкевич Максим",1986-05-19,1,1202
2017-08-29,"Казаринов Данила",1983-08-25,1,638
2017-08-29,"Мальш Артём",1974-09-13,1,557
2017-08-29,"Менделеева Нина",1971-10-21,0,3071
2017-08-29,"Аверкиева Кристина",1994-08-02,0,966
2017-08-29,"Горчакова Екатерина",1978-05-20,0,1000
2017-08-29,"Геев Станислав",1982-01-16,1,548
2017-08-29,"Лозинская Оксана",1993-07-20,0,1971
2017-08-29,"Бойко Филипп",1971-12-11,1,536
2017-08-29,"Тимирязев Богдан",1983-06-28,1,456
2017-08-29,"Вакулина Зинаида",1972-02-09,0,662
2017-08-30,"Каша Маргарита",1981-11-12,0,1471
2017-08-30,"Лозинская Ольга",1983-01-10,0,469
2017-08-30,"Стахович Андрей",1981-03-22,1,745
2017-08-30,"Эристова Екатерина",1989-12-09,0,1202
2017-08-30,"Бутримов Пётр",1992-03-10,1,438
2017-08-30,"Вадовский Александр",1987-05-06,1,1170
2017-08-30,"Беляев Михаил",1970-08-02,1,2141
2017-08-30,"Кологривов Данила",1984-10-23,1,1427
2017-08-30,"Ламанская Елизавета",1970-06-24,0,1719
2017-08-30,"Шнайдер Данила",1985-10-23,1,2109
2017-08-30,"Бродович Лариса",1989-10-01,0,1840
2017-08-30,"Спафарьев Глеб",1971-03-14,1,1883
2017-08-30,"Аверкиева Светлана",1974-08-06,0,1404
2017-08-30,"Тростенская Ольга",1990-06-23,0,765
2017-08-30,"Гришко Пётр",1980-06-14,1,384
2017-08-30,"Жилина Алёна",1983-11-08,0,1061
2017-08-30,"Дубровский Богдан",1972-10-10,1,2317
2017-08-30,"Жукова Наталья",1994-02-01,0,557
2017-08-30,"Ефремовский Антон",1991-09-27,1,806
2017-08-30,"Павлов Борис",1974-02-26,1,1284
2017-08-30,"Арефьева Екатерина",1981-12-02,0,1452
2017-08-30,"Заплатин Виталий",1987-12-28,1,1320
2017-08-30,"Лаптева Варвара",1991-11-18,0,912
2017-08-30,"Чернявский Иннокентий",1980-09-04,1,705
2017-08-30,"Епанчина Виктория",1965-09-27,0,660
2017-08-30,"Бурков Владимир",1976-09-26,1,2175
2017-08-30,"Духовская Светлана",1972-12-31,0,1324
2017-08-30,"Исленьев Юрий",1976-11-17,1,623
2017-08-30,"Клементьев Дмитрий",1991-05-22,1,1670
2017-08-30,"Горецкий Иннокентий",1973-03-14,1,906
2017-08-30,"Гуровский Антон",1981-11-14,1,1528
2017-08-30,"Остафьев Лев",1984-10-12,1,972
2017-08-30,"Есипов Фёдор",1975-09-26,1,3226
2017-08-30,"Шипова Евгения",1994-02-24,0,1325
2017-08-30,"Поздеев Григорий",1980-09-13,1,1303
2017-08-30,"Белькова Элеонора",1997-06-30,0,2760
2017-08-30,"Шетнев Гавриил",1975-12-14,1,616
2017-08-30,"Крещенская Татьяна",1981-10-15,0,1288
2017-08-30,"Столыпина Алёна",1981-04-30,0,683
2017-08-30,"Гавренев Сергей",1988-08-20,1,1632
2017-08-30,"Кусов Кирилл",1972-05-12,1,812
2017-08-30,"Шульгин Юрий",1985-07-07,1,1537
2017-08-30,"Панина Оксана",1970-03-23,0,992
2017-08-30,"Лобачевский Валентин",1979-01-19,1,1463
2017-08-30,"Полозова Римма",1994-11-01,0,966
2017-08-30,"Хвощинский Валентин",1975-01-30,1,1220
2017-08-31,"Байчуров Аркадий",1980-09-19,1,1840
2017-08-31,"Буйневич Арина",1969-11-26,0,1287
2017-08-31,"Сазонова Инна",1969-02-27,0,1683
2017-08-31,"Давидова Евгения",1991-07-03,0,1318
2017-08-31,"Брешковская Мария",1980-12-29,0,911
2017-08-31,"Бутримов Пётр",1992-03-10,1,627
2017-08-31,"Алалыкина Евгения",1973-02-15,0,1059
2017-08-31,"Шиферов Артём",1983-02-15,1,1061
2017-08-31,"Щиголев Алексей",1983-02-15,1,2310
2017-08-31,"Спицына Юлия",1978-01-17,0,1362
2017-08-31,"Якунин Глеб",1977-09-09,1,961
2017-08-31,"Балакирев Валентин",1973-11-25,1,566
2017-08-31,"Протопопов Вадим",1981-04-08,1,2073
2017-08-31,"Спешнев Максим",1991-03-13,1,1171
2017-08-31,"Борецкая Римма",1976-06-29,0,1019
2017-08-31,"Воронецкий Илья",1971-07-23,1,690
2017-08-31,"Горихвостова Светлана",1967-03-19,0,624
2017-08-31,"Головачёва Анастасия",1986-06-21,0,1099
2017-08-31,"Демьянов Евгений",1974-04-20,1,1193
2017-08-31,"Обрютин Григорий",1976-08-16,1,2076
2017-08-31,"Круковецкий Игорь",1968-05-20,1,889
2017-08-31,"Стариков Тимур",1978-12-01,1,788
2017-08-31,"Болховитинов Лев",1961-12-24,1,1112
2017-08-31,"Пущина Любовь",1969-08-05,0,1426
2017-08-31,"Малиновская Елизавета",1973-09-12,0,1061
2017-08-31,"Лабунский Георгий",1985-04-30,1,1442
2017-08-31,"Гринев Георгий",1981-04-22,1,566
2017-08-31,"Волконская Ольга",1988-03-14,0,1895
2017-08-31,"Бережинский Филипп",1972-01-13,1,946
2017-08-31,"Лызлова Маргарита",1980-03-03,0,1295
2017-08-31,"Шатилов Георгий",1996-05-15,1,702
2017-08-31,"Духовская Алёна",1985-09-14,0,1987
2017-08-31,"Челищев Руслан",1980-02-09,1,1783
2017-08-31,"Бокастова Татьяна",1974-01-16,0,1035
2017-08-31,"Бернов Лев",1988-09-30,1,748
2017-08-31,"Козак Инна",1982-02-04,0,619
2017-08-31,"Чеботарь Юлия",1980-12-04,0,1673
2017-08-31,"Лашкевич Максим",1986-05-19,1,2541
2017-08-31,"Шетнев Гавриил",1975-12-14,1,988
2017-08-31,"Хвостов Фёдор",1972-06-16,1,2063
2017-08-31,"Брезгун Евгения",1976-04-29,0,1384
2017-08-31,"Богданов Святослав",1978-03-07,1,1111
2017-08-31,"Желябужская Анна",1990-05-14,0,2578
2017-08-31,"Полетыло Полина",1987-10-24,0,645
2017-08-31,"Кашинцова Яна",1986-10-28,0,1209
2017-08-31,"Стороженко Вадим",1985-03-14,1,596
2017-08-31,"Белавин Гавриил",1990-01-02,1,1083
2017-08-31,"Франк Яков",1986-09-24,1,636
2017-08-31,"Ртищев Дмитрий",1972-02-15,1,1471
2017-08-31,"Плохово Яна",1988-09-20,0,1822
2017-09-01,"Малышко Иннокентий",1963-05-28,1,843
2017-09-01,"Каргашина Таисия",1976-04-16,0,1446
2017-09-01,"Вознесенский Алексей",1985-06-23,1,1208
2017-09-01,"Вельгорский Леонид",1980-11-23,1,982
2017-09-01,"Дивеев Тимур",1982-10-17,1,996
2017-09-01,"Алалыкина Евгения",1973-02-15,0,766
2017-09-01,"Вакульская Алина",1981-09-18,0,638
2017-09-01,"Нарышкин Богдан",1992-10-29,1,811
2017-09-01,"Шпигель Евгения",1983-11-17,0,548
2017-09-01,"Астрецов Юрий",1988-09-23,1,842
2017-09-01,"Спицына Юлия",1978-01-17,0,2733
2017-09-01,"Саблукова Валентина",1977-05-30,0,1187
2017-09-01,"Баженина Татьяна",1980-06-16,0,1007
2017-09-01,"Водов Кирилл",1970-06-19,1,617
2017-09-01,"Булдаков Тимур",1987-05-25,1,1525
2017-09-01,"Ляпунова Анна",1992-01-06,0,1091
2017-09-01,"Юрьев Антон",1995-09-12,1,1581
2017-09-01,"Заплатин Виталий",1987-12-28,1,818
2017-09-01,"Бакаева Кристина",1966-08-06,0,526
2017-09-01,"Головачёва Анастасия",1986-06-21,0,2771
2017-09-01,"Ветошникова Маргарита",1992-11-18,0,1231
2017-09-01,"Худобашев Виталий",1967-12-08,1,2700
2017-09-01,"Марков Святослав",1973-09-15,1,396
2017-09-01,"Хилков Даниил",1993-10-30,1,2547
2017-09-01,"Ляпишева Валентина",1987-05-24,0,1460
2017-09-01,"Ададуров Станислав",1973-01-11,1,744
2017-09-01,"Веневитинов Денис",1993-11-07,1,2212
2017-09-01,"Бровков Александр",1982-09-04,1,375
2017-09-01,"Яновский Григорий",1978-09-12,1,733
2017-09-01,"Вадовская Ирина",1989-02-22,0,2159
2017-09-01,"Беднякова Анфиса",1980-08-04,0,828
2017-09-01,"Левкович Валерия",1961-06-14,0,1047
2017-09-01,"Дубасов Виктор",1975-11-24,1,634
2017-09-01,"Ершов Кирилл",1977-04-14,1,1549
2017-09-01,"Лашкевич Людмила",1977-05-28,0,1225
2017-09-01,"Зубатова Любовь",1995-11-26,0,1182
2017-09-01,"Третьякова Екатерина",1988-01-13,0,1190
2017-09-01,"Кавелин Геннадий",1989-09-05,1,1203
2017-09-01,"Стороженко Вадим",1985-03-14,1,618
2017-09-01,"Глинка Алла",1986-12-18,0,975
2017-09-01,"Пестриков Олег",1988-04-05,1,1488
2017-09-01,"Шестаков Александр",1979-07-24,1,2730
2017-09-01,"Суворова Татьяна",1976-12-29,0,854
2017-09-01,"Лашкевич Никита",1975-10-11,1,862
2017-09-01,"Кашинцов Сергей",1984-08-15,1,1151
2017-09-01,"Хвощинский Валентин",1975-01-30,1,807
2017-09-01,"Гулидова Лидия",1991-11-17,0,1903
2017-09-01,"Ртищев Дмитрий",1972-02-15,1,1361
2017-09-01,"Болдырева Юлия",1980-03-10,0,901
2017-09-01,"Шульгин Юрий",1963-06-07,1,844
2017-09-01,"Башкеева Вера",1976-09-09,0,1018
2017-09-01,"Шишкова Виктория",1972-02-04,0,1203
2017-09-01,"Старженский Игорь",1989-05-09,1,1354
2017-09-02,"Внуков Олег",1978-11-23,1,1368
2017-09-02,"Кутайсов Георгий",1971-10-22,1,1938
2017-09-02,"Веригина Ангелина",1982-08-24,0,593
2017-09-02,"Каргашина Таисия",1976-04-16,0,1572
2017-09-02,"Травин Егор",1984-02-03,1,1186
2017-09-02,"Гайворонская Виктория",1973-11-28,0,873
2017-09-02,"Микешина Элеонора",1978-12-31,0,741
2017-09-02,"Чекунов Данила",1976-05-30,1,2149
2017-09-02,"Болсунов Кирилл",1975-10-21,1,655
2017-09-02,"Дубровский Богдан",1993-03-05,1,933
2017-09-02,"Фролов Роман",1981-06-19,1,901
2017-09-02,"Сиротин Эдуард",1968-03-13,1,1523
2017-09-02,"Третьякова Мария",1976-02-16,0,1630
2017-09-02,"Исаева Диана",1988-09-11,0,692
2017-09-02,"Свечка Екатерина",1997-07-22,0,598
2017-09-02,"Якимович Марина",1982-04-09,0,877
2017-09-02,"Кожевников Владимир",1976-09-14,1,1896
2017-09-02,"Власьев Роман",1987-01-24,1,524
2017-09-02,"Путьковская Алиса",1985-02-06,0,1620
2017-09-02,"Головачёва Анастасия",1986-06-21,0,1432
2017-09-02,"Воропанов Эдуард",1973-09-22,1,1263
2017-09-02,"Лыков Роман",1977-11-16,1,972
2017-09-02,"Апухтина Снежана",1972-06-11,0,646
2017-09-02,"Стариков Тимур",1978-12-01,1,742
2017-09-02,"Молчанова Анастасия",1981-11-29,0,1948
2017-09-02,"Хилков Даниил",1993-10-30,1,3100
2017-09-02,"Гринев Фёдор",1979-11-19,1,1775
2017-09-02,"Кострова Татьяна",1978-09-30,0,1237
2017-09-02,"Брянцов Дмитрий",1984-05-24,1,1456
2017-09-02,"Гринев Георгий",1981-04-22,1,805
2017-09-02,"Щербатов Ярослав",1983-06-20,1,1167
2017-09-02,"Есипов Фёдор",1980-01-03,1,1002
2017-09-02,"Зубатов Алексей",1985-07-12,1,1093
2017-09-02,"Микешина Элеонора",1986-12-09,0,1231
2017-09-02,"Блинов Владислав",1979-08-11,1,1228
2017-09-02,"Милорадович Алина",1992-01-18,0,1437
2017-09-02,"Левкович Валерия",1961-06-14,0,1124
2017-09-02,"Купреянов Георгий",1982-09-14,1,1369
2017-09-02,"Кашкарова Инна",1982-12-15,0,963
2017-09-02,"Богданов Святослав",1978-03-07,1,583
2017-09-02,"Мартынский Григорий",1983-07-18,1,1112
2017-09-02,"Всеволожская Нина",1982-04-10,0,1154
2017-09-02,"Горчакова Екатерина",1978-05-20,0,1414
2017-09-02,"Васьковский Геннадий",1975-02-24,1,692
2017-09-02,"Рылеева Татьяна",1992-08-31,0,2480
2017-09-02,"Кадников Матвей",1974-02-04,1,1147
2017-09-02,"Рябинина Валерия",1984-08-28,0,1359
2017-09-02,"Трусова Анфиса",1975-10-21,0,637
2017-09-02,"Васильчин Станислав",1976-09-15,1,847
2017-09-02,"Шульгин Юрий",1963-06-07,1,1129
2017-09-02,"Старженский Игорь",1989-05-09,1,827
2017-09-03,"Лобачевский Валентин",1980-12-24,1,808
2017-09-03,"Клементьев Дмитрий",1971-07-23,1,670
2017-09-03,"Ветошникова Екатерина",1979-04-11,0,455
2017-09-03,"Веригина Ангелина",1982-08-24,0,1140
2017-09-03,"Скарятина Валентина",1976-05-04,0,801
2017-09-03,"Баратаева Алевтина",1991-02-06,0,769
2017-09-03,"Горсткин Гавриил",1984-02-29,1,1034
2017-09-03,"Вадовская Ирина",1976-06-25,0,2075
2017-09-03,"Травин Леонид",1964-07-28,1,431
2017-09-03,"Вальцов Роман",1990-07-16,1,476
2017-09-03,"Крушевский Виктор",1965-09-26,1,863
2017-09-03,"Щиголев Алексей",1983-02-15,1,1585
2017-09-03,"Великопольский Алексей",1978-05-22,1,1153
2017-09-03,"Грекова Лилия",1980-08-09,0,1837
2017-09-03,"Чихачёва Елизавета",1982-12-04,0,752
2017-09-03,"Панютина Таисия",1984-01-09,0,938
2017-09-03,"Аверкиева Зинаида",1979-10-22,0,1018
2017-09-03,"Гайворонский Аркадий",1985-03-06,1,1473
2017-09-03,"Веневитинов Денис",1975-11-25,1,742
2017-09-03,"Тростенская Ольга",1990-06-23,0,937
2017-09-03,"Клементьев Дмитрий",1986-05-10,1,2025
2017-09-03,"Воронецкий Илья",1971-07-23,1,627
2017-09-03,"Анфилогов Богдан",1975-12-11,1,1445
2017-09-03,"Градовская Наталья",1974-03-10,0,782
2017-09-03,"Шафонский Борис",1981-05-08,1,788
2017-09-03,"Щегловитов Антон",1985-09-13,1,1063
2017-09-03,"Ветошникова Маргарита",1992-11-18,0,1621
2017-09-03,"Андогский Святослав",1975-09-04,1,1344
2017-09-03,"Лыков Роман",1977-11-16,1,2188
2017-09-03,"Бебутова Римма",1992-07-02,0,746
2017-09-03,"Евлашев Леонид",1985-06-29,1,1175
2017-09-03,"Хилков Даниил",1993-10-30,1,1828
2017-09-03,"Остафьев Лев",1984-10-12,1,747
2017-09-03,"Жолобов Эдуард",1983-04-26,1,797
2017-09-03,"Веневитинов Денис",1993-11-07,1,2544
2017-09-03,"Бачманов Василий",1984-10-01,1,699
2017-09-03,"Никифоров Станислав",1990-08-03,1,423
2017-09-03,"Стогов Павел",1985-03-31,1,727
2017-09-03,"Денисов Виктор",1976-09-22,1,605
2017-09-03,"Мельгунов Григорий",1984-04-11,1,1734
2017-09-03,"Богоявленский Никита",1989-03-21,1,2535
2017-09-03,"Ершов Кирилл",1982-09-21,1,1064
2017-09-03,"Лунин Игорь",1983-12-15,1,1175
2017-09-03,"Калугин Даниил",1972-04-16,1,1089
2017-09-03,"Шимановский Лев",1986-12-18,1,2282
2017-09-03,"Масленицкая Лилия",1988-01-01,0,613
2017-09-03,"Племянникова Светлана",1971-04-07,0,1575
2017-09-03,"Головкин Антон",1980-01-09,1,1000
2017-09-03,"Лобачевская Маргарита",1986-11-06,0,1958
2017-09-03,"Шульгин Юрий",1963-06-07,1,760
2017-09-03,"Купреянова Александра",1970-06-03,0,775
2017-09-03,"Гайворонская Анна",1972-10-06,0,1542
2017-09-04,"Милорадович Павел",1981-12-08,1,1072
2017-09-04,"Скарятина Валентина",1976-05-04,0,1266
2017-09-04,"Саблин Владислав",1990-09-23,1,871
2017-09-04,"Вознесенский Алексей",1985-06-23,1,1070
2017-09-04,"Травин Леонид",1964-07-28,1,493
2017-09-04,"Шумахер Лариса",1980-11-21,0,1447
2017-09-04,"Зузин Аркадий",1982-03-14,1,410
2017-09-04,"Нетудыхата Роман",1977-03-02,1,1033
2017-09-04,"Державин Степан",1978-08-22,1,1182
2017-09-04,"Калинина Вера",1983-01-25,0,1141
2017-09-04,"Шестаков Александр",1960-05-10,1,604
2017-09-04,"Ададуров Дмитрий",1973-03-05,1,997
2017-09-04,"Борецкая Валерия",1972-03-30,0,1356
2017-09-04,"Полубинский Ростислав",1973-11-08,1,1901
2017-09-04,"Бастанова Алёна",1987-08-25,0,1129
2017-09-04,"Золотухин Пётр",1987-08-21,1,1562
2017-09-04,"Новаков Максим",1970-10-06,1,776
2017-09-04,"Аршинский Валентин",1994-11-02,1,1034
2017-09-04,"Хилков Даниил",1978-08-14,1,1039
2017-09-04,"Андогский Святослав",1975-09-04,1,1180
2017-09-04,"Кремер Пётр",1985-08-29,1,769
2017-09-04,"Крушевский Виктор",1969-10-12,1,707
2017-09-04,"Малиновская Елизавета",1973-09-12,0,1236
2017-09-04,"Шапенков Матвей",1984-01-28,1,1965
2017-09-04,"Веневитинов Денис",1993-11-07,1,2408
2017-09-04,"Воробьёва Валентина",1977-06-12,0,1483
2017-09-04,"Бурлей Наталья",1980-02-15,0,550
2017-09-04,"Шипов Степан",1983-09-23,1,2117
2017-09-04,"Саблукова Валентина",1988-07-03,0,1384
2017-09-04,"Ягужинский Станислав",1978-05-18,1,1366
2017-09-04,"Андроникова Мария",1983-06-30,0,1713
2017-09-04,"Ватутина Маргарита",1974-11-28,0,683
2017-09-04,"Васильева София",1971-05-26,0,983
2017-09-04,"Лызлова Маргарита",1969-04-04,0,1138
2017-09-04,"Якунин Глеб",1974-08-30,1,1263
2017-09-04,"Леванидова Маргарита",1993-12-06,0,1655
2017-09-04,"Кутайсов Вадим",1992-06-17,1,414
2017-09-04,"Лабунский Александр",1975-03-02,1,2130
2017-09-04,"Горчакова Екатерина",1978-05-20,0,1437
2017-09-04,"Панина Оксана",1970-03-23,0,1234
2017-09-04,"Скарятина Валентина",1976-08-12,0,822
2017-09-04,"Обухов Анатолий",1980-03-30,1,1005
2017-09-04,"Балашов Станислав",1974-09-04,1,637
2017-09-04,"Касагов Кирилл",1990-04-07,1,961
2017-09-05,"Варженевский Ярослав",1983-02-18,1,1174
2017-09-05,"Юрасов Олег",1977-07-16,1,1306
2017-09-05,"Левкович Никита",1985-07-23,1,1564
2017-09-05,"Чириков Матвей",1984-08-02,1,1953
2017-09-05,"Аршинский Даниил",1988-01-17,1,981
2017-09-05,"Бобринский Павел",1974-01-09,1,2161
2017-09-05,"Иловайский Святослав",1972-07-05,1,904
2017-09-05,"Маевский Фёдор",1969-07-26,1,2502
2017-09-05,"Ефремовский Антон",1977-07-08,1,2213
2017-09-05,"Быховский Георгий",1987-10-24,1,533
2017-09-05,"Горецкий Иннокентий",1973-03-14,1,1032
2017-09-05,"Горецкий Иннокентий",1976-01-29,1,477
2017-09-05,"Никифоров Станислав",1990-08-03,1,519
2017-09-05,"Влезков Сергей",1984-11-14,1,1235
2017-09-05,"Шипова Евгения",1994-02-24,0,1620
2017-09-05,"Селифонтов Валерий",1968-06-22,1,1888
2017-09-05,"Якунин Глеб",1974-08-30,1,1571
2017-09-05,"Кусов Кирилл",1972-05-12,1,828
2017-09-05,"Шульгин Юрий",1985-07-07,1,994
2017-09-05,"Геев Станислав",1982-01-16,1,1097
2017-09-05,"Безбородко Мария",1979-04-03,0,757
2017-09-05,"Мачихин Матвей",1979-05-26,1,1167
2017-09-05,"Водынский Георгий",1975-01-14,1,1092
2017-09-05,"Кашинцов Сергей",1984-08-15,1,2077
2017-09-05,"Тимирязев Богдан",1983-06-28,1,1073
2017-09-05,"Плохово Яна",1988-09-20,0,820
2017-09-05,"Купреянова Александра",1970-06-03,0,670
2017-09-05,"Башкеева Вера",1976-09-09,0,503
2017-09-05,"Шишкова Виктория",1972-02-04,0,1796
2017-09-06,"Шольцев Валентин",1986-04-14,1,744
2017-09-06,"Невская Надежда",1976-04-07,0,1035
2017-09-06,"Лобода Артём",1972-04-09,1,2272
2017-09-06,"Болховитинов Илья",1976-04-30,1,610
2017-09-06,"Владимирова Раиса",1980-02-20,0,846
2017-09-06,"Дорофеева Алиса",1980-03-29,0,787
2017-09-06,"Нетудыхата Роман",1977-03-02,1,947
2017-09-06,"Сиротин Эдуард",1968-03-13,1,1325
2017-09-06,"Губастов Владимир",1973-12-24,1,2030
2017-09-06,"Фишер Наталия",1988-07-23,0,780
2017-09-06,"Глазатова Виктория",1991-10-25,0,1146
2017-09-06,"Ефремовский Антон",1991-09-27,1,925
2017-09-06,"Кожевников Владимир",1976-09-14,1,675
2017-09-06,"Горихвостова Светлана",1967-03-19,0,385
2017-09-06,"Заплатин Виталий",1987-12-28,1,804
2017-09-06,"Андогский Святослав",1975-09-04,1,710
2017-09-06,"Вояковская Марина",1979-07-23,0,1891
2017-09-06,"Малиновская Елизавета",1973-09-12,0,791
2017-09-06,"Мансурова Вероника",1983-05-07,0,1095
2017-09-06,"Мартынский Григорий",1985-05-22,1,450
2017-09-06,"Галецкий Пётр",1995-05-01,1,1013
2017-09-06,"Грабленова Лариса",1977-05-29,0,2625
2017-09-06,"Толбугина Зоя",1961-09-25,0,1013
2017-09-06,"Денисов Виктор",1976-09-22,1,521
2017-09-06,"Мамаев Пётр",1988-03-16,1,1642
2017-09-06,"Перовская София",1993-12-02,0,516
2017-09-06,"Муравьёв Михаил",1992-09-06,1,476
2017-09-06,"Алтуфьев Григорий",1972-09-04,1,1100
2017-09-06,"Буяльский Яков",1988-01-01,1,902
2017-09-06,"Зубатова Любовь",1995-11-26,0,994
2017-09-06,"Сосновская Лидия",1964-05-16,0,804
2017-09-06,"Мартынский Николай",1966-09-19,1,2285
2017-09-06,"Вельгорский Аркадий",1996-06-29,1,1230
2017-09-06,"Иванченко Станислав",1982-04-29,1,1061
2017-09-06,"Франк Яков",1986-09-24,1,550
2017-09-06,"Панютина Таисия",1992-12-01,0,652
2017-09-06,"Мартынский Григорий",1987-02-03,1,1175
2017-09-06,"Ленивцева Маргарита",1990-01-25,0,1217
2017-09-06,"Калитин Вячеслав",1972-11-25,1,1098
2017-09-06,"Шишкова Виктория",1972-02-04,0,3781
2017-09-07,"Измайлов Георгий",1986-04-30,1,1482
2017-09-07,"Вронская Варвара",1975-09-26,0,1043
2017-09-07,"Брешковская Мария",1980-12-29,0,2423
2017-09-07,"Пантелеев Тимур",1982-12-17,1,1242
2017-09-07,"Голенин Иван",1989-01-13,1,696
2017-09-07,"Боброва Екатерина",1979-10-28,0,2141
2017-09-07,"Вакулина Дарья",1981-12-07,0,662
2017-09-07,"Ефремовский Антон",1991-09-27,1,1040
2017-09-07,"Микулина Татьяна",1967-03-24,0,1212
2017-09-07,"Шульга Владимир",1979-10-24,1,772
2017-09-07,"Стаханов Виталий",1985-11-27,1,867
2017-09-07,"Буткова Маргарита",1986-06-21,0,665
2017-09-07,"Митков Вячеслав",1974-07-21,1,1670
2017-09-07,"Саблукова Валентина",1988-07-03,0,2204
2017-09-07,"Игнатьева Диана",1980-09-24,0,2200
2017-09-07,"Лонгинов Данила",1979-04-26,1,2140
2017-09-07,"Петров Вячеслав",1977-03-13,1,682
2017-09-07,"Горталов Николай",1988-12-22,1,1507
2017-09-07,"Еремеева Антонина",1981-09-14,0,1729
2017-09-07,"Мартынский Николай",1966-09-19,1,1967
2017-09-07,"Сокирко Богдан",1978-01-25,1,1393
2017-09-07,"Самойлов Василий",1981-09-03,1,648
2017-09-07,"Чекмарёва Элла",1989-03-21,0,2604
2017-09-07,"Тяпкин Владислав",1979-03-02,1,908
2017-09-07,"Кадников Матвей",1974-02-04,1,1514
2017-09-07,"Ватутин Артём",1973-06-18,1,1260
2017-09-07,"Скарятина Валентина",1976-08-12,0,940
2017-09-07,"Боброва Екатерина",1975-10-08,0,1846
2017-09-07,"Махов Матвей",1990-02-11,1,1955
2017-09-07,"Чечот Галина",1981-04-18,0,1479
2017-09-07,"Башкирёва Зоя",1979-10-16,0,1156
2017-09-07,"Костюшко Варвара",1993-08-06,0,1438
2017-09-08,"Маткевич Фёдор",1984-09-25,1,1437
2017-09-08,"Гольская Зоя",1989-06-23,0,891
2017-09-08,"Лермонтова Екатерина",1975-04-23,0,777
2017-09-08,"Шиферов Артём",1983-02-15,1,1003
2017-09-08,"Астрецов Юрий",1988-09-23,1,601
2017-09-08,"Мочутковская Варвара",1982-02-26,0,1197
2017-09-08,"Вревская Эмма",1975-06-27,0,2500
2017-09-08,"Горностай Игорь",1980-07-04,1,1209
2017-09-08,"Борецкая Римма",1976-06-29,0,523
2017-09-08,"Заплатин Виталий",1987-12-28,1,882
2017-09-08,"Калантаев Пётр",1979-07-19,1,1127
2017-09-08,"Кирпонос Анна",1985-04-26,0,1221
2017-09-08,"Сумарокова Юлия",1983-11-01,0,1289
2017-09-08,"Быховский Георгий",1987-10-24,1,943
2017-09-08,"Круковецкий Игорь",1968-05-20,1,1943
